10	300
Elijah_Wood	3	Marcus_Garrettson	1
Elijan_Ingram	1	Michelle_Hofland	1
Elijan_Ingram	1	Nastia_Liukin	1
Elvis_Costello	1	Jaime_Pressly	1
Emelie_Loit	1	Thomas_Mesereau_Jr	1
Eric_Staal	1	Jerry_Lewis	1
Erin_Hershey_Presley	1	Frank_Dunham_Jr	1
Erin_Hershey_Presley	1	Yukio_Hatoyama	1
Eva_Mendes	1	Larry_Harris	1
Faye_Alibocus	1	Frank_Bell	1
Faye_Alibocus	1	Tommy_Tubberville	1
Felix_Mantilla	1	Jerry_Lewis	1
Fernando_Leon_de_Aranoa	1	John_Scarlett	1
Fernando_Leon_de_Aranoa	1	Mike_Leach	1
Fidel_Castro	7	Hu_Maoyuan	1
Francisco_Flores	4	Hisham_Halawi	1
Frank_Bell	1	Khatol_Mohammad_Zai	1
Frank_Dunham_Jr	1	Tom_McClintock	1
Frank_Hsieh	1	Paula_Prentiss	1
Frank_Pallone	1	Jim_Wall	1
Frank_Pallone	1	Mary_Tyler_Moore	2
Frank_Schmoekel	1	Ronald_Ito	1
Franko_Simatovic	2	Tyler_Grillo	1
Franz_Gsell	1	John_Scarlett	1
Franz_Gsell	1	Sarah_Jessica_Parker	2
Fred_Eckhard	1	Rachel_Wheatley	1
Garry_Alejano	1	Iban_Mayo	1
Garry_Alejano	1	Michael_Olowokandi	1
Garry_Alejano	1	Morgan_Freeman	2
Garry_Alejano	1	Peter_Struck	5
Gary_Marshall	1	Rashid_Qureshi	1
Gerald_Fitch	1	Robin_Williams	1
Gerald_Riley	1	Michael_Hagee	1
German_Khan	1	Morgan_Freeman	2
Grady_Little	1	Robert_Morvillo	1
Hal_Sellers	1	Janet_Thorpe	1
Hans_Corell	1	John_Gordnick	1
Heidi_Klum	2	Paul_Reiser	1
Heidi_Klum	3	Pedro_Solbes	1
Hermando_Harton	1	Paris_Hilton	2
Holly_Robinson_Peete	1	Michael_Hagee	1
Howard_Ross	1	Kajsa_Bergqvist	1
Howard_Ross	1	Patsy_Hardy	1
Hugh_Carey	1	Lawrence_Roberts	1
Hugh_Carey	1	Tracee_Treadwell	1
Iban_Mayo	2	Juan_Valencia_Osorio	1
Iban_Mayo	2	Rosalie_Perkov	1
Ibrahim_Al-Marashi	1	John_Travolta	3
Ibrahim_Al-Marashi	1	Joshua_Gracin	1
Imad_Moustapha	2	Kyoko_Nakayama	1
Ira_Einhorn	1	John_Ruiz	2
Jacqueline_Marris	1	Matthew_Ouimet	1
Jaime_Pressly	1	Tiago_Splitter	1
James_Brown	1	Mary_Blige	1
James_Brown	1	Paul_Reiser	1
James_Mathis	1	Yuri_Fedotov	1
James_Wattana	1	Paul_Reiser	1
James_Wattana	1	Ron_Kirk	1
James_Young	1	Jeffrey_Scott_Postell	2
James_Young	1	Ronald_Harwood	1
Jane_Leeves	1	Tom_McC
